序号,题干,选项,来源,同一题干条数,记录ID,图片(待填路径),备注
185,这个标志是何含义？,注意避让火车 | 有人看守铁路道口 | 无人看守铁路道口 | 多股铁路与道路相交,题库缺图,236,q_LXPftBLV3PdQ,,
186,这个标志是何含义？,不准让行 | 会车让行 | 停车让行 | 减速让行,题库缺图,236,q__0KWXM5uK8mx,,
187,这个标志是何含义？,不准车辆驶入 | 不准长时间停车 | 停车让行 | 不准临时停车,题库缺图,236,q_Jh0ujCSTT94b,,
188,这个标志是何含义？,允许长时停车 | 禁止临时停车 | 禁止车辆长时停放 | 禁止停放车辆,题库缺图,236,q_UKtUJs1YiSR1,,
189,这个标志是何含义？,允许长时停车 | 允许临时停车 | 禁止长时停车 | 禁止车辆停放,题库缺图,236,q_L_LtN8fw3oio,,
190,这个标志是何含义？,海关 | 国界 | 边防 | 边界,题库缺图,236,q_qvijpogDWNPu,,
191,这个标志是何含义？,路面低洼 | 驼峰桥 | 路面不平 | 路面高突,题库缺图,236,q_gB-xrMqimlof,,
192,这个标志是何含义？,不平路面 | 驼峰桥 | 路面高突 | 路面低洼,题库缺图,236,q_SojxCveLr69G,,
193,这个标志是何含义？,过水路面 | 漫水桥 | 渡口 | 船用码头,题库缺图,236,q_E-1sYHpOteo8,,
194,这个标志是何含义？,涵洞 | 水渠 | 桥梁 | 隧道,题库缺图,236,q_1Kp96wWnfDld,,
195,这个标志是何含义？,注意行人 | 有人行横道 | 村庄或集镇 | 有小学校,题库缺图,236,q_2UBIsOAIpRu0,,
196,这个标志是何含义？,堤坝路 | 临崖路 | 易滑路 | 傍水路,题库缺图,236,q_WvcGhahk5kkE,,
197,这个标志是何含义？,急转弯路 | 易滑路段 | 试车路段 | 曲线路段,题库缺图,236,q_RqiCta9fjzPA,,
198,这个标志是何含义？,注意横风 | 风向标 | 隧道入口 | 气象台,题库缺图,236,q_yglrygdjTnR1,,
199,这个标志是何含义？,傍山险路 | 悬崖路段 | 注意落石 | 危险路段,题库缺图,236,q_yLJKW1sV7rAs,,
200,这个标志是何含义？,交叉路口 | 注意信号灯 | 注意行人 | 人行横道灯,题库缺图,236,q_PNHg-jFSWnuh,,
201,这个标志是何含义？,注意野生动物 | 注意牲畜 | 动物公园 | 开放的牧区,题库缺图,236,q_f4Mmyz-3RRSE,,
202,这个标志是何含义？,大型畜牧场 | 野生动物保护区 | 注意野生动物 | 注意牲畜,题库缺图,236,q_9xubD_TEwIKy,,
203,这个标志是何含义？,双向交通 | 分离式道路 | 潮汐车道 | 减速让行,题库缺图,236,q_e10rOdSQjAIZ,,
204,这个标志是何含义？,窄路 | 右侧变窄 | 左侧变窄 | 窄桥,题库缺图,236,q_C3tn_U8cs_ZV,,
205,这个标志是何含义？,避险车道 | 应急车道 | 路肩 | 急弯道,题库缺图,236,q_rqROE8geOuBY,,
206,这个标志是何含义？,Y形交叉口 | 主路让行 | 注意分流 | 注意合流,题库缺图,236,q_gM_Aat5vR04a,,
207,这个标志是何含义？,注意交互式道路 | 注意分离式道路 | 平面交叉路口 | 环形平面交叉,题库缺图,236,q_J2agoheyzHXN,,
208,这个标志是何含义？,注意保持车距 | 车距确认路段 | 车速测试路段 | 两侧变窄路段,题库缺图,236,q_DuBdNaduY5On,,
209,这个标志是何含义？,注意双向行驶 | 靠两侧行驶 | 可变车道 | 注意潮汐车道,题库缺图,236,q_s960UXuYEwCG,,
210,这个标志是何含义？,隧道开远光灯 | 隧道减速 | 隧道开灯 | 隧道开示宽灯,题库缺图,236,q_ulU5eEK5xqns,,
211,这个标志是何含义？,建议速度 | 最低速度 | 最高速度 | 限制速度,题库缺图,236,q_qjYBmmPFclVg,,
212,这个标志是何含义？,塌方路段 | 施工路段 | 前方工厂 | 道路堵塞,题库缺图,236,q_tHptZ70kDkxU,,
213,这个标志是何含义？,事故多发路段 | 减速慢行 | 注意危险 | 拥堵路段,题库缺图,236,q_OYSouRxZFqnY,,
214,这个标志是何含义？,施工路段绕行 | 双向交通 | 注意危险 | 左右绕行,题库缺图,236,q_VvbPC8t-RNna,,
215,这个标志是何含义？,施工路段 | 车多路段 | 慢行 | 拥堵路段,题库缺图,236,q_4RmE6wYK8QZe,,
216,这个标志是何含义？,施工路段 | 事故易发路段 | 减速慢行路段 | 拥堵路段,题库缺图,236,q_3iGkVQCOgXxM,,
217,这个标志是何含义？,注意残疾人 | 残疾人出入口 | 残疾人休息处 | 残疾人专用通道,题库缺图,236,q_HZx6C7Jj6DnP,,
218,这个标志是何含义？,避让非机动车 | 非机动车道 | 禁止非机动车通行 | 注意非机动车,题库缺图,236,q_WWHLUCGbVaLt,,
219,这个标志是何含义？,距有人看守铁路道口150米 | 距无人看守铁路道口150米 | 距无人看守铁路道口100米 | 距有人看守铁路道口100米,题库缺图,236,q_65bLc3wr1Zqr,,
220,这个标志是何含义？,多股铁路与道路相交 | 有人看守铁路道口 | 无人看守铁路道口 | 注意长时鸣喇叭,题库缺图,236,q_vuqMU9x8J5SU,,
221,这个标志是何含义？,无人看守铁路道口 | 有人看守铁路道口 | 多股铁路与道路相交 | 立交式的铁路道口,题库缺图,236,q_mpniewjkr8Da,,
222,这个标志是何含义？,过水路面 | 渡口 | 泥泞道路 | 低洼路面,题库缺图,236,q_S_h-c9VlQGI9,,
223,这个标志是何含义？,路面高突 | 有驼峰桥 | 路面不平 | 路面低洼,题库缺图,236,q_oR3NMAm5tLbZ,,
224,这个标志是何含义？,路面低洼 | 驼峰桥 | 路面不平 | 减速丘,题库缺图,236,q_63VFr-Blbh47,,
225,这个标志是何含义？,连续上坡 | 上陡坡 | 下陡坡 | 连续下坡,题库缺图,236,q_5OfqBXuwtAFB,,
226,这个标志是何含义？,向左急转弯 | 向右急转弯 | 向左绕行 | 连续弯路,题库缺图,236,q_SCynVvxE3L-T,,
227,这个标志是何含义？,向左急转弯 | 向右急转弯 | 向右绕行 | 连续弯路,题库缺图,236,q_qadKzUf9HFX1,,
228,这个标志是何含义？,禁止机动车驶入 | 禁止停车 | 禁止三轮车驶入 | 禁止挂车、半挂车驶入,题库缺图,236,q_RZTnrMdnDxWF,,
229,这个标志是何含义？,禁止电动自行车停车 | 禁止非机动车停车 | 禁止电动自行车进入 | 禁止非机动车进入,题库缺图,236,q_i_vasPw0Dwqa,,
230,这个标志是何含义？,注意前方车辆排队 | 注意安全 | 机动车行驶 | 注意小型客车,题库缺图,236,q_xJGBELxSoay2,,
231,这个标志是何含义？,旅游区类别 | 旅游区距离 | 旅游区方向 | 旅游区符号,残缺队列,236,qi_item_1fFhe1Cm3Shn,,
232,这个标志是何含义？,高速公路下一出口预告 | 高速公路右侧出口预告 | 高速公路目的地预告 | 高速公路左侧出口预告,残缺队列,236,qi_item_0psLJCOvjiAA,,
233,这个标志是何含义？,高速公路ETC车道 | 高速公路缴费车道 | 高速公路检查车道 | 高速公路领卡车道,残缺队列,236,qi_item_AnaQcf5vSy8-,,
234,这个标志是何含义？,高速公路特殊天气最高速度 | 高速公路特殊天气建议速度 | 高速公路特殊天气最低速度 | 高速公路特殊天气平均速度,残缺队列,236,qi_item_ndyz1I93KXk2,,
235,这个标志是何含义？,高速公路收费站预告 | 高速公路服务区预告 | 高速公路避险处预告 | 高速公路客车站预告,残缺队列,236,qi_item_1bsAzzKIJ4a1,,
236,这个标志是何含义？,高速公路停车区预告 | 高速公路避险处预告 | 高速公路服务区预告 | 高速公路停车场预告,残缺队列,236,qi_item_rrx-IFs_nenA,,
237,这个标志是什么含义？,前方路口只能右转 | 前方路口只能左转 | 前方路口只能直行 | 前方是T形交叉路口,题库缺图,16,q_9SLvVl-y2BYa,,
238,这个标志是什么含义？,让 | A进入前方路口要注意观察 | B进入前方路口要停车让行 | 进入前方路口要减速让行,题库缺图,16,q_SQyTM-liEQwg,,
239,这个标志是什么含义？,正确 | 错误,题库缺图,16,q_G1Ki7u0ERKBZ,,
240,这个标志是什么含义？,警告标志 | 禁令标志 | 指示标志 | 指路标志,题库缺图,16,q_R0GH6dFilmJp,,
241,这个标志是什么含义？,前方路口不能右转 | 前方路口不能直行 | 前方是十字路口 | 前方路口不能左转,题库缺图,16,q_TFO-si_tuIqI,,
242,这个标志是什么含义？,停 | 进入前方路口要加速通过 | 进入前方路口要停车观察 | 进入前方路口要注意车辆,题库缺图,16,q_8BGuNgspWqnP,,
243,这个标志是什么含义？,观景台 | 300m | 停车场 | 休息区,题库缺图,16,q_2mEmRyeCuq7a,,
244,这个标志是什么含义？,进入前方路口要加速通过 | 进入前方路口要停车观察 | 进入前方路口要注意车辆 | 进入前方路口要减速慢行,题库缺图,16,q_begwkTw-035L,,
245,这个标志是什么含义？,高速公路收费站 | 高速公路领卡处 | ETC收费车道 | 人工收费车道,题库缺图,16,q_OF7gYkpfOmgv,,
246,这个标志是什么含义？,对面可能会有来车 | 可直接驶入此路段 | 不准驶入前方路段 | 进入此路段要减速,题库缺图,16,q_WApemPbq-FLM,,
247,这个标志是什么含义？,高速公路直出车道指引 | 高速公路地点距离预告 | 高速公路左侧出口预告 | 高速公路右侧出口预告,题库缺图,16,q_utD9Pdy7GH1X,,
248,这个标志是什么含义？,出租车专用车道 | 小型客车车道 | 机动车车道 | 多乘员车辆专用车道,题库缺图,16,q_LgB4SazQIRGC,,
249,这个标志是什么含义？,非机动车车道 | 电动自行车车道 | 非机动车行驶 | 电动自行车行驶,题库缺图,16,q_3x5a-3cSGjS8,,
250,这个标志是什么含义？,禁止硬路肩行驶 | 车道数增加 | 车道数减少 | 硬路肩允许行驶终点,题库缺图,16,q_NZ9F1ULIiyR8,,
251,这个标志是什么含义？,观景台 | 停车场 | 休息区 | 停车位,题库缺图,16,q_apOx5mgCwoQz,,
252,这个标志是什么含义？,左侧通行 | 不准通行 | 两侧通行 | 右侧通行,题库缺图,16,q_ZnYr9FUPA0F_,,
253,图中交通标志是指（ ）。,注意行人 | 人行横道 | 注意儿童 | 学校区域,题库缺图,14,q_MkQl6EQuP9bJ,,
254,图中交通标志是指（ ）。,临崖路 | 堤坝路 | 傍山险路 | 落石路,题库缺图,14,q_PLBbGvzobaen,,
255,图中交通标志是指（ ）。,行人 | 禁止行人进入 | 注意行人 | 人行横道,题库缺图,14,q_3o-UsrO0thdB,,
256,图中交通标志是指（ ）。,急弯路 | 交叉路口 | 反向弯路 | 注意合流,题库缺图,14,q_WgVkOVr-MLk7,,
257,图中交通标志是指（ ）。,单向通行 | 右侧绕行 | 注意危险 | 左侧绕行,题库缺图,14,q_IAuhvlCERIPp,,
258,图中交通标志是指（ ）。,长江路 | 南直路阜成路学院路 | 地点距离 | 交叉路口预告,题库缺图,14,q_6mxQoPmVuiBR,,
259,图中交通标志是指（ ）。,雾 | 注意路面结冰 | 注意雨（雪）天 | 注意雾天,题库缺图,14,q_qG_aLVdqPGrt,,
260,图中交通标志是指（ ）。,注意路面结冰 | 注意雨（雪）天 | 注意雾天 | 注意不利气象条件,题库缺图,14,q_Qp9OZIViW9Y1,,
261,图中交通标志是指（ ）。,A行人 | 禁止行人进入 | 注意行人 | 人行横道,题库缺图,14,q_0aJQ-1Zh9m83,,
262,图中交通标志是指（ ）。,禁止载货汽车驶入 | 禁止拖拉机驶入 | 禁止三轮汽车、低速货车驶入 | 禁止摩托车驶入,题库缺图,14,q_Ju8V8PSz6lFo,,
263,图中交通标志是指（ ）。,学府路 | 公滨路 | 黄河路 | 地点距离,题库缺图,14,q_vite_P73Fg00,,
264,图中交通标志是指（ ）。,大厂 | 燕郊 | 地点距离 | 交叉路口预告,题库缺图,14,q_tdibJuA_3zCD,,
265,图中交通标志是指（ ）。,A急弯路 | 交叉路口 | 反向弯路 | 注意合流,题库缺图,14,q_CutEZlhUBJoh,,
266,图中交通标志是指（ ）。,禁止电动自行车进入 | 禁止三轮车驶入 | 禁止非机动车进入 | 禁止摩托车驶入,题库缺图,14,q_eXWQfj4Z68tR,,
267,遇到图中所示的情况，应怎样行驶？,只要没有行人横过就可以加速通过 | 提前减速观察确认是否能安全通过 | 鸣喇叭告知两边的行人和非机动车 | 如果来不及减速就直接按常速通过,残缺队列+题库缺图,13,"q_O3I51ZeIIsst,qi_item_yWzFcIlNLb0N",,
268,遇到图中所示的情况，应怎样行驶？,如果已经越过停止线就可以加速A向左转弯 | 不用考虑对面车辆直接向左转弯 | 只要不影响左侧车辆直行就可以左转弯 | 等待对面车辆直行通过后再向左转弯,题库缺图,13,q_-0pLl_ac39Q-,,
269,遇到图中所示的情况，应怎样行驶？,如果已经越过停止线就可以加速向右转弯 | 不用考虑左侧车辆直接向右转弯 | 只要不影响左侧车辆直行就可以右转弯 | 等待左侧车辆直行通过后再向右转弯,题库缺图,13,q_MqGaZHCIMDgK,,
270,遇到图中所示的情况，应怎样行驶？,正确 | 错误,题库缺图,13,q_Wtg6_jOq6JOr,,
271,遇到图中所示的情况，应怎样行驶？,加速在第一个行人的前方向右转A弯 | 绕到第一个行人的后方向右转弯 | 等待两个行人都通过路口再右转弯 | 鸣喇叭让行人停止通过后向右转弯,题库缺图,13,q_OqQIT-5dQW6c,,
272,遇到图中所示的情况，应怎样行驶？,停车让行人先通过 | 减速缓慢行驶通过 | 连续鸣喇叭告知行人 | 加速从行人的前方通过,题库缺图,13,q_eSX8h8KbyF68,,
273,遇到图中所示的情况，应怎样行驶？,只要没有行人横过就可以加速通A过 | 提前减速观察确认是否能安全通过 | 鸣喇叭告知两边的行人和非机动车 | 如果来不及减速就直接按常速通过,题库缺图,13,q_DqGrx0CCqYrc,,
274,遇到图中所示的情况，应怎样行驶？,从行人的前方绕行通过路口 | 在停止线以外停车等待行人通过 | 鸣喇叭告知行人停止通过路口 | 可以从两个行人中间低速缓慢穿D过,题库缺图,13,q_Wt-FS3pJ4W_C,,
275,遇到图中所示的情况，应怎样行驶？,加速在第一个行人的前方向右转A弯 | 绕到第一个行人的后方向右转弯 | 等待两个行人都通过路口再右转弯 | 鸣喇叭让行人停止通过后向右转D弯,题库缺图,13,q_hhVBJ0oOSQNY,,
276,遇到图中所示的情况，应怎样行驶？,如果已经越过停止线就可以加速向左转弯 | 不用考虑对面车辆直接向左转弯 | 只要不影响左侧车辆直行就可以左转弯 | 等待对面车辆直行通过后再向左转弯,题库缺图,13,q_0y7etqtQ6LJt,,
277,遇到图中所示的情况，应怎样行驶？,可以借右侧应急车道行驶 | 与前车保持安全距离跟车行驶 | 紧跟左侧车道绿色小客车行驶 | 鸣喇叭或变换远近光灯催促,题库缺图,13,q_sogMphajIrMq,,
278,遇到图中所示的情况，应怎样行驶？,从行人的前方绕行通过路口 | 在停止线以外停车等待行人通过 | 鸣喇叭告知行人停止通过路口 | 可以从两个行人中间低速缓慢穿过,题库缺图,13,q_D5SFu4Ei5hbk,,
279,遇到图中所示的情况，应怎样行驶？,加速在第一个行人的前方向右转弯 | 绕到第一个行人的后方向右转弯 | 等待两个行人都通过路口再右转弯 | 鸣喇叭让行人停止通过后向右转弯,题库缺图,13,q_sx4ewxeNKmY0,,
280,机动车仪表板上如图所示指示灯亮表示什么？,ABS | 防抱死制动系统故障 | 驻车制动器处于解除状态 | 安全气囊处于故障状态,题库缺图,12,q_1tIScU0f7GyU,,
281,机动车仪表板上如图所示指示灯亮表示什么？,前雾灯打开 | 后雾灯打开 | 前照灯近光打开 | 前照灯远光打开,题库缺图,12,q_9fc9JkPwHWvf,,
282,机动车仪表板上如图所示指示灯亮表示什么？,已开启前照灯近光 | 已开启前雾灯 | 已开启前照灯远光 | 已开启后雾灯,题库缺图,12,q_j27tokTswhsK,,
283,机动车仪表板上如图所示指示灯亮表示什么？,制动液不足 | 洗涤液不足 | 冷却系统故障 | 冷却液不足,题库缺图,12,q_K74PJGInJDKQ,,
284,机动车仪表板上如图所示指示灯亮表示什么？,充电电流过大 | 蓄电池损坏 | 电流表故障 | 充电电路故障,题库缺图,12,q_twbcy8kDv_8m,,
285,机动车仪表板上如图所示指示灯亮表示什么？,车前后位置灯亮起 | 右转向指示灯闪烁 | 左转向指示灯闪烁 | 车前后示宽灯亮起,题库缺图,12,q_y2DzBVvACXnK,,
286,机动车仪表板上如图所示指示灯亮表示什么？,右转向指示灯闪烁 | 危险报警闪光灯闪烁 | 左转向指示灯闪烁 | 车前后位置灯闪烁,题库缺图,12,q_DS_p0a92eIv0,,
287,机动车仪表板上如图所示指示灯亮表示什么？,行车制动系统出现故障 | 驻车制动器处于制动状态 | 防抱死制动系统出现故障 | 驻车制动器处于解除状态,题库缺图,12,q_R8vu69XyExKS,,
288,机动车仪表板上如图所示指示灯亮表示什么？,防抱死制动系统故障 | 驻车制动器处于解除状态 | 安全气囊处于故障状态 | 行车制动系统故障,题库缺图,12,q_ItPP0jJZanrm,,
